NKT,NKTscore,P,Pscore,Q,Qscore,S,Sscore,W,Wscore,kode_lelang,nama_paket,score,tahun_anggaran
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1405421,Belanja Modal Peralatan dan Mesin - Pengadaan Meubelair,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1825418,Peningkatan Jalan Pusakasari - Nagasari,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7030044,CLEANING SERVICE TA 2018,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7040044,PENGADAAN KATERING DAN EKSTRA FOODING SISWA DIKTUK BINTARA POLWAN TA. 2017 (LANJUTAN),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,18833047,Pengadaan Ambulans Transport untuk Peningkatan Akses dan Mutu Pelayanan Kesehatan Primer,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,806347,Pengadaan lampu hias jalan,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12693015,PENGADAAN PUPUK MAJEMUK DAN PUPUK ORGANIK UNTUK KEGIATAN RAWAT RATOON TANAMAN TEBU,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1008273,Pekerjaan Lelang Jasa Pengelolaan Gedung Building Management Universitas Negeri Jakarta Tahun 2018,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,927390,Belanja Jasa Kantor,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6771333,Pemasangan Jaringan Pipa Distribusi Air Bersih Lokasi Cituis Cabang Teluknaga,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3398361,Pembangunan Sarana Prasarana SD Unggulan 1 (Paket 2),0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,583279,Pengadaan peralatan studio visual,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,925390,Belanja Bahan Makanan DIKTUK Brigadir T.A 2017,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2709423,Pengadaan  Mobil operasional pimpinan,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4075029,Pengadaan Jasa Pengamanan Rumah Sakit Nasional Diponegoro Tahun 2018,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,14156106,Makanan Pasien,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1139682,Belanja modal pengadaan AC,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1797418,Peningkatan Jalan Pantai Lugina,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1806418,Peningkatan Jalan Tanjungsari - Panyusuhan,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2167316,BELANJA JASA PELAYANAN KEBERSIHAN KANTOR,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6831109,"Sofware Teknologi Informasi (Sofware Pengelolaan TI, Microsft Office)",0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1137405,Pengadaan Peralatan Rumah Jabatan Walikota,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6033034,Pengadaan dan Pemasangan Pipa Jaringan  Distribusi Utama Jalur Parung - Bojongsari,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6518121,pengadaan IPAL,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,5462036,belanja modal generator,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4651260,"Belanja Pengadaan Kebutuhan Personel Peserta Didik RMP (Sepatu, Kaos Kaki, Tas Sekolah SD Negeri dan SMP Negeri)",0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3339364,Pembangunan Saluran Drainase Jalan APT.Pranoto Tahap II Kec. Sangatta Utara (Multy Years),0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,963381,Pengadaan Peralatan Pemasangan Jaringan Fiber Optik,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3589111,Belanja modal alat ukur satelit,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3394361,Pembangunan Sarana Prasarana SD Unggulan 1 (Paket 3),0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1004303,Pengadaan Makan Pasien RS UGM,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2368268,Pengadaan Bantuan Pangan Non Beras (T+2 dan T+3) Tahun Anggaran 2018,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,766621,"Pengadaan Genset SPAM Ngampel, Genset dan Pompa Submersible SPAM Karangrejek APBDP",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12171170,Pengadaan Outsourcing Cleaning Service In Door Dan Out Door Kampus I Dan II Tahun 2018,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12698042,Belanja Jasa Kebersihan RSUD Prof. Dr. Margono Soekarjo Purwokerto Tahun Anggaran 2018,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4655260,Belanja Pengadaan Kebutuhan Personel Peserta Didik RMP (Buku Tulis SD Negeri dan SMP Negeri),0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,872407,Pengadaan komputer dan peripheral Penataan Ruang,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,14157106,Makan Minum Pegawai,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1464517,Biaya Perbaikan Alat Berat,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3848173,pengadaan server aplikasi pemantauan management digital,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1819285,Belanja alat alat/perlengkapan bisnis online,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4884119,Pengadaan Genset 100 KVA Sumur Dalam Ngilir PDAM Tirto Panguripan Kabupaten Kendal,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12697015,PEKERJAAN BELANJA PENGADAAN BELANJA HIBAH YANG DISERAHKAN KEPADA BADAN/LEMBAGA/ORGANISASI KEMASYARAKATAN YANG BERBADAN HUKUM INDONESIA DAK PERALATAN SMK SWASTA (PAKET 2),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1309068,Pengadaan Alat Laboratorium Terintegrasi,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1845062,BELANJA PREMI ASURANSI BARANG MILIK DAERAH,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4080029,Pekerjaan Jasa kebersihan Dalam dan Luar Gedung Fakultas Kedokteran Undip 2018,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1259299,Pengadaan Microphon Digital E-perisalah,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,395219,Pengadaan/Peningkatan Jalan Produksi Pertanian Desa Warukapas Kecamatan Dimembe,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,18641047,Pengadaan Tata Udara Ruang Kacapiring,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,3007267,Inventarisasi Kepemilikan Lahan (IPL) Kab. Kaur Lokasi Pagar Dewa dan Tanjung Agung,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,805347,Pengadaan Peralatan Studio Visual,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,501262,"Pekerjaan Cleaning Service dan Pemeliharaan Taman, Halaman, Jalan, dan Drainage Fakultas Vokasi Universitas Airlangga Tahun Anggaran 2018",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,14158106,Bahan Cleaning Service,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,41189114,"Renovasi Gedung Terminal Kedatangan Bandara , Volume 225 M2",0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1906157,Pengadaan Kendaraan Dinas Bermotor Perorangan,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1003303,Pengadaan Jasa Keamanan Universitas Gadjah Mada,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,954538,-     Pemeliharaan lift dan escalator Gedung Bandara Hang Nadim  [1 PAKET x 1 KALI],0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4110212,"Pengadaan Benih Karet Siap Tanam, Pupuk, Fungisida, Herbisida, Knapsack sprayer di Kabupaten Kuantan Singingi",0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1460323,Pengadaan Bahan Makan Untuk 45.540 OH Penerima Manfaat BBRSBD Prof. Dr. Soeharso Surakarta Tahun 2018,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1012273,Pekerjaan Lelang Jasa Pengelolaan Gedung Building Management Hasjim As&#039;jaire dan Bung Hataan Universitas Negeri Jakarta Tahun 2018,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,14154106,Jasa Cleaning Service Gedung Pada RSUD dr. Zainoel Abidin Lama,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6781333,Pekerjaan Relokasi Jaringan Pipa Dia. 600 MM Lokasi Jl. Perintis Kemerdekaan (Depan Bank BTN) Cikokol,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3397361,Pembangunan Sarana Prasarana SD Unggulan 1 (Paket 1),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4084029,Pengadaan Transportasi Beserta Konsumsi Pemberangkatan dan Penarikan Mahasiswa KKN UNDIP Tim I Tahun Akademik 2017/2018,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,485262,"Pekerjaan Cleaning Service dan Pemeliharaan Taman, Halaman, Jalan, dan Drainage Rumah Asrama Putra dan Putri Universitas Airlangga Tahun Anggaran 2018",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1126343,Bangunan Pengamanan Sungai Selabung Desa Sukaraja Dua Kecamatan Muaradua,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1790418,Peningkatan Jalan Balegede - Wanasari,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1005303,Jasa Pengelolaan Limbah Medis Padat/Cair dan Limbah B3 Rumah Sakit,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,768621,Belanja Alat Listrik dan Elektronika,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,804347,Pembangunan Sarana dan Prasarana Rumah Sederhana Sehat,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12708015,"Pengadaan Feromon Bawang Merah, Bawang Putih dan Cabai",0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1896157,Pengadaan Peralatan Komputer Mainframe/Server,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6379103,Normalisasi Sungai Salak Desa Dewa Sebene 1 KM,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3839173,Pengadaan Alat Bantu Penglihatan (Kaca Mata),0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1134405,"Belanja Perencanaan Teknik/Design Pembangunan/Pematangan Kawasan Dermaga  Lakologou (Paket A, B, C)",0.45,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1916507,"Perencanaan Gedung/Rumah Dinas Puskesmas Tahun 2018 untuk Puskesmas :  Kualin, Noemuke, SeI, Hoibeti, Boking, Manufui, Hauhasi, Nunukniti",0.45,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1128682,Perencanaan teknis   jalan ruas mekar sari - perempatan segitiga emas,0.45,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1795200,PEMBANGUNAN JALAN LINGKUNGAN DESA KEMUNINGSARI LOR KEC. PANTI,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4594041,Pengadaan Peralatan Penunjang Jalan dan Jembatan di Provinsi Papua,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1090313,Pengadaan Alat Praktek Fisika SMP berbasis Komputer Interaktif,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,449221,Renovasi Ruang Aula MM Universitas Sriwijaya,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2100440,Pembangunan Jalan Lingkar Utara (Pos AU - Moch. Hata ) Tasikmalaya,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1938304,Pengaspalan Jalan Dusun II dan Dusun V sep. 625m x 3m Desa Lalang Kec. Tanjung Pura,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7652027,Pengadaan Barang yang di serahkan kepada masyarakat di Kab. Simalungun,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,780540,Peningkatan Jalan Dalam Desa Bora Kecamatan Sayan (DAK TAMBAHAN),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2009304,"Pengaspalan dengan Hotmix Jalan Desa Dusun Kp. Belakang, Dusun Kp. Tengah, Dusun Kp. Bukit sep. 700m x 3m Desa Sirapit Kec. Sirapit",0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,831278,Perencanaan Pembangunan Gedung Polda Bengkulu,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,897271,Pengadaan Kendaraan Roda 4,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2991267,Belanja Bahan Obat-Obatan,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2152200,PEMBANGUNAN JALAN LINGKUNGAN DESA SUKORENO KECAMATAN UMBULSARI,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2261516,Peningkatan Jalan Dalam Kota Kecamatan Tigabinanga Kec. Tigabinanga,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3276156,Perkerasan Jalan Desa Sukadamai - Desa Pulauan (Pangkalan Lampam),0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,390464,Pengadaan Server,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,5458036,Belanja Bahan / Alat-Alat Kesehatan Kegiatan Pengembangan UPJA Peternakan,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3260364,Pembangunan Jembatan Bengalon,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,959358,PEMBUATAN SUMUR DALAM LENGKAP DENGAN POMPA,0.25,2017
1,0.2,5,0.0,0,0.05,5,0.0,4,0.0,1542118,Konsultansi Pengawasan Pembangunan SMAN 1 Mempawah Hilir,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,8124039,Belanja Modal Pengadaan Komputer/Notebook (Pengadaan Media Pembelajaran),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1937304,Lanjutan Pengaspalan Jalan Dusun 5 dan Dusun 7 Alur Kapal sep. 1.000m x 3m Desa Pematang Cengal Kec. Tanjung Pura,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1120090,Pengadaan bahan makanan tambahan ibu hamil (susu untuk ibu hamil) Kab. Pemalang Tahun 2017,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1974104,Konstruksi Pekerjaan Peningkatan Jalan Kolonel Sutarto,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,18703047,Pelaksanaan Capacity Building Pegawai di Lingkungan RSPI Prof.Dr.Sulianti Saroso tahun 2017,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1355357,Survey Penilaian Kepuasan Publik Terhadap Kinerja Pemerintah Daerah,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2489232,"Jalan Pinang Desa Utama Karya, Lapen 0.4 Km",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7670252,Sewa Laptop DITJEN AHU,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12129170,Pengadaan Sarana dan Prasarana Gedung Kuliah Terpadu,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,12102170,PENGADAAN PERALATAN ICT IAIN AMBON,0.4,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1940200,PEMBANGUNAN JALAN LINGKUNGAN DUSUN TEGAL BANTENG RT.02 RW.01 DESA KESILIR KECAMATAN WULUHAN,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2714217,Peningkatan Jl. Lingkungan Pasar Inpres Kalianda,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1674204,Pengadaan Alat Peraga Matematika dan Alat Peraga Membaca dan Menulis Al Qur&#039;an,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1994200,PEMBANGUNAN JALAN LINGKUNGAN DESA AMPEL,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1948321,Penyediaan Makanan dan Minuman rapat dan tamu,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2749589,Pengadaan Alat Olahraga Air dan Darat,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1299068,"Pengadaan Peralatan Laboratorium Lingkungan, Kimia, Industri, Sipil dan Pangan",0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12677042,Belanja Gas Medis RSUD Prof. Dr. Margono Soekarjo Purwokerto Tahun Anggaran 2018,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1159444,"Pembangunan Jembatan Gombang Ds. Babane, Kec. Samalantan",0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,327653,Peralatan Keamanan Jaringan Firewall,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,766540,Peningkatan Jalan Simpang DPRD - Kelakik Kecamatan Nanga Pinoh (DAK TAMBAHAN),0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2914098,Pengadaan Alat Komunikasi,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3295364,Pembangunan Jalan Manubar - Teluk Bakung,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,157442,Uji Kompetensi Bahasa Inggris untuk Mahasiswa Politeknik Negeri Malang,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7746252,Pengadaan Obat-Obatan,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1339280,Pengadaan Data Center,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1937200,PEMBANGUNAN JALAN LINGKUNGAN DUSUN KRAJAN DESA ROWOTENGAH KECAMATAN SUMBERBARU,0.45,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2121200,PEMBANGUNAN JALAN LINGKUNGAN DESA GLAGAHWERO KEC. KALISAT,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2048304,BELANJA MODAL PERALATAN DAN MESIN-PENGADAAN KENDARAAN BERMOTOR KHUSUS MOBIL TERA,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,14057106,Pengadaan Mobiler Kantor Untuk Pemerintahan Gampong Dalam Kabupaten Aceh Jaya,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,14129106,"Pengadaan Bahan Kelengkapan KUBE Menjahit di Kab. Aceh Barat, Aceh Jaya dan Nagan Raya (Otsus Aceh)",0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6954044,PENGADAAN ALAT KESEHATAN CENTRAL PENDANT DAN ANASTHESI PENDANT,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,5452036,Belanja Jasa Konsultasi Perencanaan,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6933218,"Pemeliharaan, perbaikan, dan penggantian sistem dan peralatan kapal pengawas Hiu 09",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1061644,Pengadaan Media Pembelajaran (Perangkat Lunak) Model Berbasis IT dan Multi Media Jenjang Sekolah Dasar (SD) dan Sekolah Menengah Pertama (SMP) dan Forum Komunikasi Sekolah,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1333280,Pengadaan Buku Perpustakaan SMP,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1258354,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Micro Bus (1 Unit),0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,989190,"Pengadaan Renovasi Toilet Gedung A, dan B FEB UI",0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2078289,Normalisasi Kanal Ling. Kasiwa Kel. Binanga Kec. Mamuju (BKK 2017),0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4052029,Pembangunan Reservoir Jotang Kelurahan Jotang Kecamatan Kota Kendal Kabupaten Kendal,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2000304,Perkerasan Jalan Dusun VI Air Tawar Barat sep. 1.000m x 3m Desa Damar Condong Kec. Pematang Jaya,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4045212,Lelang Konstruksi Sarana Pendukung Produksi Benih Hortikultura,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2136200,PEMBANGUNAN JALAN LINGKUNGAN JL. PATIMURA KRAJAN LOR DESA BALUNG KULON KECAMATAN BALUNG,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2409274,Peningkatan Jalan Lingkungan  Desa Penengahan Kec. Way Khilau (arah makam tubagus),0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1666141,"Pembangunan Pagar UPT PUD NFI 1,2 dan 3 Kec. Jaten",0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2500232,"DED. Jembatan Pl. Belimbing, Desa Kuok",0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6633288,Lanjutan rehabilitasi gedung kantor (sementara) Dinas Perumahan dan Kawasan Permukiman Prov. Maluku,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1623460,Pengadaan Sarana Produksi Hortikultura Komoditi Salak  Kecamatan Meukek (5 Ha) (OTSUS),0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1799317,Pengadaan Alat Bantu Penangkapan Ikan (GPS),0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3171555,Pengadaan Peralatan dan Fasilitas Perkantoran Berupa Kursi Tunggu TA 2017,0.4,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1913200,PEMBANGUNAN JALAN LINGKUNGAN RT 2/3 RW 1 DUSUN WUNGUAN DESA KENCONG KECAMATAN KENCONG,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4538332,Cut and Fill Sarana Pelayanan Umum Kp. Pasar Munding Ds. Kamulyan Kec. Manonjaya,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6639288,Pembangunan Prasarana Pengaman Pantai Desa Tamedan Kec. P. Dullah Utara Kota Tual,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,620392,PENATAAN HALAMAN MAKO BRIMOB LENGGANG,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,969273,Redistribusi Listrik (rev tmbh),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1105345,Belanja Premi Asuransi Barang Milik Daerah,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2067440,Pengadaan Kendaraan Roda 4,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1708322,Penataan Halaman Rusun Jalan Sulawesi Tahap I Bidang Perumahan (ABT),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2705423,Pembangunan jalan pasar wonopolo menuju jembatan keluar,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,3827173,Belanja Jasa Perencanaan Rehabilitasi SMA,0.45,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2005200,PEMBANGUNAN JALAN LINGKUNGAN DUSUN KRAJAN TENGAH RT 15 RW 5 DESA CURAH LELE KECAMATAN BALUNG,0.45,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,6504025,Jasa Audit Umum (General Audit) Laporan Keuangan BLU UNJ Tahun 2015 Tahun Anggran 2017,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1287160,Pembangunan Gedung Kantor Terpadu Kabupaten Sukoharjo,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1831062,Jasa Penilai Tol Landak Tahap 2,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3825173,Pengadaan Pakaian Dinas Harian (PDH) Guru,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2703163,Pengecatan Marka Jalan di Wilayah Kota Bogor (4000m),0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2259516,Peningkatan Jalan Samura Gg. Madu Kec. Kabanjahe,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,994190,Pengadaan Restrukturisasi Jaringan Internet Tahun 2017 Fakultas Hukum Universitas Indonesia,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2025059,Perencanaan Teknis Jembatan Wayau - Kambitin,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,33644014,"Rehabilitasi Jalan Majalaya ( Sp.3 Jl.Cikareo/Jl.Tengah ) - Sawahbera ( Sp.3 Cijapati ) - Bts.Bdg/Garut( Cijapati )  (3,000 Km)",0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2260430,Perencanaan Pengaspalan Jalan Ruas Palangga - Ululakara,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6017034,"Penurapan Inlet Situ Cilodong Rw.02,04, Kel. Kalibaru",0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,921390,Belanja Modal Peralatan dan Mesin Pengadaan Alat Kantor Lainnya,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3264364,Peningkatan Jalan Simp. 3 Bangun Jaya - Simpang 4 Teluk Golok,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,33498127,"Pengadaan Decibel Meter, Hammer Test dan Laser Distance Meter",0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1123682,Pengadaan Bahan Obat-Obatan (PMT Biskuit dan PMT Bubur),0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1643078,Pengadaan Bahan Material Tahap III,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2171105,Penambahan Licensi ABIS,0.25,2017
